terrai_codigo,terrai_nome,municipio_nome,uf_sigla,superficie_perimetro_ha,fase_ti,modalidade_ti,data_em_estudo,tit_em_estudo,data_delimitada,tit_delimitada,data_declarada,tit_declarada,data_homologada,tit_homologada,data_regularizada,tit_regularizada
73706,Rio Capivari - Porãi,Capivari do Sul                         ,RS,0,Em Estudo,Tradicionalmente ocupada,11/14/2012,"Portaria nº 1426, de 14 de novembro de 2012",,,,,,,,
73715,Rio Cautário,"Costa Marques, Guajara-Mirim",RO,0,Em Estudo,Tradicionalmente ocupada,3/22/2013,Portaria nº 273/PRES/13,,,,,,,,
39001,Rio das Cobras,"Espigão Alto do Iguaçu, Nova Laranjeiras",PR,"186,819,806",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,2/29/1984,"Matr. 11.604,  Lv. 2-2-AU,  Fl. 268"
39101,Rio dos Índios,Vicente Dutra                           ,RS,"7,117,018",Declarada,Tradicionalmente ocupada,,,4/7/2003,"Despacho nº 32, de 07 de abril de 2003",12/23/2004,"Portaria nº 3895, de 23 de dezembro de 2004",,,,
39201,Rio dos Pardos,Porto União                             ,SC,"7,582,614",Regularizada,Tradicionalmente ocupada,,,,,8/17/1993,PD 316 de 17/08/93,9/12/2000,Decreto de 12 de setembro de 2000,10/29/2001,Matr. 16.495  Lv. -  Fl. 16.495
39301,Rio Formoso,Tangará da Serra                        ,MT,"197,494,741",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,Decreto de 24 de dezembro de 1991,10/3/1988,Matr. 5.970  Lv. 2/RG  Fl. 01/2
39402,Rio Gregório,Tarauacá                                ,AC,"1,871,252,158",Declarada,Tradicionalmente ocupada,10/29/2004,"Portaria nº 1358, de 29 de outubro de 2004",3/31/2006,"Despacho n° 26, de 31 de março de 2006",8/14/2007,"Portaria n° 1388, de 14 de agosto de 2007",,,,
39401,Rio Gregório,Tarauacá                                ,AC,"92,859,749",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,9/3/1985,Matr. 320  Lv. 2-B  Fl. 140
39501,Rio Guaporé,Guajará-Mirim                           ,RO,"1,157,880,842",Regularizada,Tradicionalmente ocupada,,,,,4/29/1993,PD 140 de 29/04/93,5/23/1996,Decreto de 23 de maio de 1996,6/20/1996,Matr. 4.759  Lv. 2-Z  Fl. 001
39601,Rio Jumas,Careiro                                 ,AM,"94,626,983",Regularizada,Tradicionalmente ocupada,1/16/1997,"Portaria nº 53, de 16 de janeiro de 1997",8/20/1999,DOU  ,4/13/2000,"Portaria nº 289, de 13 de abril de 2000",10/27/2004,Decreto de 27 de outubro de 2004,12/7/2004,"Matr. 522, Lv. 2, Fl. 01"
39701,Rio Manicoré,Manicoré                                ,AM,"194,818,699",Regularizada,Tradicionalmente ocupada,5/31/1996,"Portaria nº 388, de 31 de maio de 1996",5/19/1998,DOU  ,12/11/1998,PD  819,12/11/2001,Decreto de 11 de dezembro de 2001,12/12/2005,"Matr. 356, Lv. 2-B, Fl. 56"
39801,Rio Mequens,Alto Alegre dos Parecis                 ,RO,"1,075,530,101",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,Portaria Declaratória nº 261 de 28/05/92,5/23/1996,Decreto de 23 de maio de 1996,12/12/2012,Av-2-3285
40001,Rio Negro Ocaia,Guajará-Mirim                           ,RO,"1,040,638,114",Regularizada,Tradicionalmente ocupada,7/9/2007,"Portaria n° 614, de 9 de julho de 2007",,,,,9/9/1981,"Decreto nº 86347, de 09 de setembro de 1981",9/23/1981,Matr. 2.058  Lv. 2-I  Fl. 264
40002,Rio Negro Ocaia,Guajará-Mirim                           ,RO,235070,Declarada,Tradicionalmente ocupada,1/28/2008,"Portaria n° 83, de 28 de janeiro de 2008",9/4/2009,"Despacho nº 46, de 4 de setembro de 2009",2/23/2011,"Portaria nº 185, de 23 de fevereiero de 2011",,,,
40101,Rio Omerê,"Chupinguaia, Corumbiara",RO,"261,771,864",Regularizada,Tradicionalmente ocupada,1/13/1999,"Portaria nº 09, de 13 de janeiro de 1999",1/28/2002,"Despacho nº 07, de 28 de janeiro de 2002",12/18/2002,"Portaria nº 2526, de 18 de dezembro de 2002",4/18/2006,Decreto de 18 de abril de 2006,7/18/2007,"Matr. 13.304, Lv. 2-RG, Fls. 01"
40201,Rio Paru DEste,"Alenquer, Almerim, Monte Alegre",PA,"11,957,857,917",Regularizada,Tradicionalmente ocupada,,,,,8/18/1993,PD  318,11/3/1997,Decreto de 3 de novembro de 1997,8/18/1998,Matr. 100  Lv. 2-A  Fl. 100
40301,Rio Pindaré,"Bom Jardim, Monção",MA,"150,029,142",Regularizada,Tradicionalmente ocupada,,,,,,,11/22/1982,"Decreto nº 87846, de 22 de novembro de 1982",6/13/2014,"Matr. 487, Lv. 2-D, fls. 41 - georreferenciamento"
40401,Rio Téa,"Santa Isabel do Rio Negro, São Gabriel da Cachoeira",AM,"4,118,653,207",Regularizada,Tradicionalmente ocupada,,,,,2/13/1996,PD  106,4/14/1998,Decreto de 14 de abril de 1998,4/12/1999,Matr. 1.502  Lv. 2-8  Fl. 241
40501,Rio Urubu,Itacoatiara                             ,AM,"273,549,118",Regularizada,Tradicionalmente ocupada,5/31/1996,PP  389,11/20/1998,DOU  ,4/17/2000,PD  294,10/27/2004,Decreto de 27 de outubro de 2004,3/15/2005,"Matr. 13.369, Lv. 2/RG, fl. 01"
53501,Riozinho,"Jutaí, Jaruá",AM,362495,Delimitada,Tradicionalmente ocupada,5/17/2012,"Portaria nº 651, de 17 de maio de 2012",1/23/2015,"Despacho nº 10, de 23 de janeiro de 2015",,,,,,
51301,Riozinho do Alto Envira,"Santa Rosa do Purus, Feijo",AC,"260972,03",Homologada,Tradicionalmente ocupada,6/10/2003,"Portaria nº 548, de 10 de junho de 2003",9/1/2005,Despacho n° 71/PRES/05,4/19/2007,"Portaria n° 794, de 19 de abril de 2007",6/5/2012,Decreto de 5 de junho de 2012,,
72501,Riozinho - RS,Riozinho                                ,RS,"244,424",Regularizada,Reserva Indígena,,,,,,,,,,
40601,Rodeador,Barra do Corda                          ,MA,"23,194,531",Regularizada,Dominial Indígena,,,,,,,,,,
40701,Roosevelt,"Espigão D`Oeste , Rondolandia, Pimenta Bueno",MT/RO,"2,308,263,008",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,1/24/1992,Matr. 2.816  Lv. 2/RG  Fl. 01
65001,Roro-Walu (Jatobá/Ikpeng),Paranatinga,MT,0,Em Estudo,Tradicionalmente ocupada,8/1/2007,"Portaria n° 737, de 1° de agosto de 2007",,,,,,,,
40801,Sagarana,Guajará-Mirim                           ,RO,"181,200,636",Regularizada,Tradicionalmente ocupada,,,,,7/30/1993,PD 280 de 30/07/93,5/23/1996,Decreto de 23 de maio de 1996,6/7/1996,Matr. 4.757  Lv. 2X-RG  Fl. 198
73726,Sagi/Trabanda,Baia Formosa,RN,0,Em Estudo,Tradicionalmente ocupada,5/28/2015,"Portaria nº 428, de 28 de maio de 2015",,,,,,,,
40901,Sai-Cinza,Jacareacanga                            ,PA,"125552,08",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,"Decreto nº 393, de 24 de dezembro de 1991",1/10/1990,Matr. 4.155  Lv. 2-I  Fl. 275
41001,Salto Grande do Jacuí,Salto do Jacuí                          ,RS,"2,349,641",Regularizada,Tradicionalmente ocupada,,,,,2/13/1996,PD 105 de 13.02.96,12/11/1998,Decreto de 11 de dezembro de 1998,1/21/1999,"Matr. 1.480, Lv. 2-RG, Fl. 01"
67801,Sambaqui,Pontal do Paraná                        ,PR,0,Em Estudo,Tradicionalmente ocupada,4/14/2010,"Portaria nº 528, de 14 de abril de 2010",,,,,,,,
41102,Sangradouro/Volta Grande,"Novo São Joaquim, General Carneiro, Poxoréo",MT,0,Em Estudo,Tradicionalmente ocupada,8/15/2003,"Portaria nº 808, de 15 de agosto de 2003",,,,,,,,
41101,Sangradouro/Volta Grande,"Novo São Joaquim, General Carneiro, Poxoréo",MT,"1,002,803,969",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 249, de 29 de outubro de 1991",8/31/1993,"Matr. 40.152,  Lv. 2-RG,  Fl. 40.152"
53601,Santa Cruz da Nova Aliança,Tonantins                               ,AM,"59,692,201",Regularizada,Tradicionalmente ocupada,6/11/2004,"Portaria nº 732, de 11 de junho de 2004",11/21/2006,"Despacho nº 99, de 21 de novembro de 2006",8/14/2007,"Portaria n° 1392, de 14 de agosto de 2007",6/5/2012,Decreto de 5 de junho de 2012,3/7/2013,"Matr. 1.266, Lv. 2-G, Fl. 166"
41201,Santa Inez,Amajari                                 ,RR,"296,980,449",Regularizada,Tradicionalmente ocupada,,,,,,,2/16/1982,"Decreto nº 86922, de 16 de fevereiro de 1982",11/22/1988,Matr. 9.343  Lv. 2/RG  Fl. 01/02
41301,Santana,Nobres                                  ,MT,"354,707,543",Regularizada,Tradicionalmente ocupada,,,,,,,9/14/1989,"Decreto nº 98143, de 14 de setembro de 1989",4/8/1991,Matr. 11.421  Lv. 2/RG  Fl. 1V/2
58201,São Domingos do Jacapari e Estação,"Jutaí, Tonantins",AM,"1,347,817,512",Regularizada,Tradicionalmente ocupada,8/20/2001,"Portaria nº 701, de 27 de agosto de 2001",7/9/2003,"Despacho nº 52, de 09 de julho de 2003",9/16/2005,"Portaria n° 1804, de 16 de setembro de 2005",12/21/2009,Decreto de 21 de dezembro de 2009,6/24/2010,"Matr. 1.041, Lv. 2-5/RG, Fl. 52"
58302,São Domingos - MT,"Luciara, São Felix do Araguaia",MT,0,Em Estudo,Tradicionalmente ocupada,7/2/2007,"Portaria n° 590, de 2 de julho de 2007",,,,,,,,
58301,São Domingos - MT,"Luciára, São Felix do Araguaia",MT,"57,048,096",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,"Decreto nº 383, de 24 de dezembro de 1991",11/7/1997,Matr. 12.357  Lv. 2-RG  Fl. 1/2
41501,São Francisco do Canimari,Amaturá                                 ,AM,"33,312,208",Regularizada,Tradicionalmente ocupada,6/9/1998,"Portaria nº 579, de 9 de junho de 1998",9/4/2001,"Despacho nº 89, de 04 de setembro de 2002",12/30/2002,"Portaria nº 3006, de 30 de dezembro de 2002",11/1/2006,Decreto de 1º de novembro de 2006,3/18/2009,"Matr. 674, Lv. 2-D, Fl. 95"
57201,São Gabriel/São Salvador,Santo Antônio do Içá                    ,AM,0,Em Estudo,Tradicionalmente ocupada,4/17/2003,"Portaria nº 301, de 17 de abril de 2003",,,,,,,,
41601,São Jeronimo,São Jerônimo da Serra                   ,PR,"13,393,364",Regularizada,Tradicionalmente ocupada,,,,,10/29/1991,PD 286 de 29/10/91,10/30/1991,"Decreto nº 286, de 29 de outubro de 1991",7/29/1992,Matr. 5.662  Lv. 2-RG  Fl.  001
41701,São Leopoldo,Benjamin Constant                       ,AM,"692,705,409",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,8/12/1993,Decreto de 12 de agosto de 1993,5/26/1989,Matr. 401  Lv. 2-B  Fl. 164
58101,São Marcos - MT,Barra do Garças                         ,MT,"188478,26",Regularizada,Tradicionalmente ocupada,,,,,,,,,,
58401,São Marcos - RR,"Boa Vista, Pacaraima",RR,"6,541,100,998",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 312, de 29 de outubro de 1991",4/1/2002,Mart.23.752 Lv.2-RG Fl. 001
41801,São Pedro,Autazes                                 ,AM,"7,261,805",Regularizada,Tradicionalmente ocupada,,,,,,,1/5/1996,Decreto de 05 de  janeiro de 1996,12/14/1987,Matr. 289  Lv. 2-A  Fl. 314
41901,São Pedro do Sepatini,Lábrea                                  ,AM,"276,442,488",Regularizada,Tradicionalmente ocupada,,,,,5/28/1992,PD  268,11/3/1997,Decreto de 3 de novembro de 1997,12/15/1997,Matr. 1964  Lv. 2-H  Fl. 26
42001,São Sebastião,Tonantins                               ,AM,"610,585,408",Regularizada,Tradicionalmente ocupada,8/11/1997,"Portaria nº 743, de 11 de agosto de 1997",2/11/2000,"Despacho nº 4, de 11 de fevereiro de 2000",4/20/2001,"Portaria nº 368, de 20 de abril de 2001",4/19/2005,Decreto de 19 de abril de 2005,8/26/2011,"Matr. 1.167, Lv.2-G, Fl. 67"
51501,Sapotal,Tabatinga                               ,AM,"12,644,661",Regularizada,Tradicionalmente ocupada,5/9/2003,"Portaria nº 368, de 09 de maio de 2003",4/4/2005,"Despacho n° 9, de 4 de abril de 2005",12/15/2006,"Portaria n° 2359, de 15 de dezembro de 2006",4/19/2011,Decreto s/nº de 19 de abril de 2011,3/5/2013,"Matr. 1.365, Lv. 2-G, Fls. 70"
34101,Sararé,"Conquista d´Oeste, Nova Lacerda, Vila Bela da Santissima Trindade",MT,"674,195,158",Regularizada,Tradicionalmente ocupada,6/17/2001,Portaria nº 587 de 17 Julho de 2001,9/27/2010,"Despacho nº 49, de 27 de setembro de 2010",,,,,,
58901,Sarauá,Ipixuna do Pará                         ,PA,"18,610,323",Regularizada,Tradicionalmente ocupada,,,6/5/2002,"Despacho nº 76, de 05 de junho de 2002",4/18/2008,"Portaria n° 772, de 18 de abril de 2008",4/19/2011,Decreto s/nº de 19 de abril de 2011,6/10/2011,"Mat. 3.627, Lv. 2-K/RG, Fl. 75"
42201,Sassoró,Tacuru                                  ,MS,"19,226,435",Regularizada,Tradicionalmente ocupada,,,,,,,,,,
73727,Sawré Apompu (Km 43),Itaituba e Trairão,PA,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
57801,Sawré Juybu (São Luiz do Tapajós),Itaituba e Trairão,PA,0,Em Estudo,Tradicionalmente ocupada,8/6/2008,"Portaria n° 909, de 6 de agosto de 2008",,,,,,,,
56701,Sawré Muybu (Pimental),"Itaituba, Trairão ",PA,0,Em Estudo,Tradicionalmente ocupada,8/6/2008,"Portaria n° 909, de 6 de agosto de 2008",,,,,,,,
68501,Sêgu,Novo Xingu,RS,0,Em Estudo,Tradicionalmente ocupada,8/20/2010,"Portaria nº 1159, de 20 de agosto de 2010",,,,,,,,
42301,Sepoti,"Manicoré, Humaitá",AM,"2,513,489,835",Regularizada,Tradicionalmente ocupada,4/6/1998,PP  306,8/25/1999,DOU  ,4/17/2000,PD  296,10/27/2004,Decreto de 27 de outubro de 2004,1/17/2007,"Matr. 398, Lv. 2-A, Fl. 98"
42401,Serra da Moça,Boa Vista                               ,RR,"116,267,912",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,1/10/1986,Matr. 6.691  Lv. 2-Z  Fl. 192
42501,Serra do Itatins,Itariri                                 ,SP,"1212,47",Regularizada,Tradicionalmente ocupada,,,,,,,7/14/1987,"Decreto nº 94225, de 14 de julho de 1987",9/8/1987,Matr. 142.028  Lv. 2/RG  Fl. 01
42601,Serra Morena,Juína                                   ,MT,"1,478,361,461",Regularizada,Tradicionalmente ocupada,,,,,,,1/15/1990,"Decreto nº 98.824, de 15 de janeiro de 1990",3/8/1990,Matr. 41.255  Lv. 2-FO  Fl. 11
42701,Serrinha,"Ronda Alta, Tres Palmeiras, Engenho Velho, Constantina                         ",RS,"117,527,578",Declarada,Tradicionalmente ocupada,,,,,,,,,,
42801,Seruini/Mariene,"Pauini, Lábrea",AM,"1,449,713,671",Regularizada,Tradicionalmente ocupada,9/5/1986,Portaria nº 1347 de 05 de setembro de 1986,10/28/1993,DOU  ,12/10/1998,PD  813,9/12/2000,Decreto de 12 de setembro de 2000,12/1/2000,"Matr. 288, Lv. 2-A, fl. 98"
42901,Sete Cerros,Paranhos                                ,MS,"85,847,213",Homologada,Tradicionalmente ocupada,5/29/1987,Portaria nº 1245 de 29 de maio de 1987,,,11/25/1991,PD 602 de 25/11/91,10/1/1993,Decreto de 01 de outubro de 1993,,
43001,Sete de Setembro,"Cacoal, Espigão D'Oeste, Rondolandia",MT/RO,"2,481,469,286",Regularizada,Tradicionalmente ocupada,,,,,,,10/17/1983,"Decreto nº 88867, de 17 de outubro de 1983",9/23/1996,Matr. 6.529  Lv. 2-RG  Fl. 01
43101,Setemã,"Borba, Novo Aripuanã  ",AM,"497,729,558",Homologada,Tradicionalmente ocupada,,,5/8/2008,"Despacho n° 20, de 8 de maio de 2008",5/5/2009,"Portaria nº 913, de 5 de maio de 2009",4/17/2015,Decreto de 17 de abril de 2015,,
69001,Sissaíma,Careiro da Várzea                       ,AM,8700,Delimitada,Tradicionalmente ocupada,10/31/2011,"Portaria nº 1499, de 31 de outubro de 2011",7/30/2012,"Despacho nº 423, de 30 de julho de 2012",,,,,,
55001,Sombrerito,Sete Quedas                             ,MS,12608,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,7/4/2006,"Despacho n° 63, de 4 de julho de 2006",9/27/2010,"Portaria nº 3076, de 27 de setembro de 2010",,,,
43201,Sororó,"Marabá, São Domingos do Araguaia, São Geraldo do Araguaia",PA,"262,578,956",Regularizada,Tradicionalmente ocupada,11/4/1999,"Portaria nº 1038, de 4 de novembro de 1999",,,,,8/31/1983,"DECRETO Nº 88.648, DE 30 DE AGOSTO DE 1983",10/21/1983,Matr. 4.857  Lv. 2-R  Fl. 001
43301,Sucuba,Alto Alegre                             ,RR,"59,830,271",Regularizada,Tradicionalmente ocupada,,,,,,,2/16/1982,"DECRETO Nº 86.921, DE 16 DE FEVEREIRO DE 1982",11/22/1988,Matr. 9.344  Lv. 2/RG  Fl. 001
43401,Sucuriy,Maracaju                                ,MS,"5,351,047",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 300 de 17.05.96,4/14/1998,Decreto de 14 de abril de 1998,9/8/1998,Matr. 8.254  Lv. 2/RG  Fl. 001
53901,Sururuá,"Benjamin Constant, São Paulo de Olivença",AM,36125,Declarada,Tradicionalmente ocupada,5/30/2003,"Portaria nº 499, de 30 de maio de 2003",5/15/2008,"Despacho n° 22, de 15 de maio de 2008",9/27/2010,"Portaria nº 3077, de 27 de setembro de 2010",,,,
73714,Taba dos Anacé,"Caucaia, São Gonçalo do Amarante                                ",CE,543,Encaminhada RI,Reserva Indígena,9/4/2012,"Portaria nº 1087, de 4 de setembro de 2012",,,,,,,,
73741,Tabajara,"Alhandra, Conde, Pitimbu",PB,0,Em Estudo,Tradicionalmente ocupada,9/10/2015,"Portaria nº 882, de 10 de setembro de 2015",,,,,,,,
43501,Tabalascada,Cantá                                   ,RR,"130,147,374",Regularizada,Tradicionalmente ocupada,3/13/1997,"Portaria nº  257, de 13 de março de 1997",5/23/2001,Despacho nº 48 de 23 de maio de 2001,12/30/2002,"Portaria nº 3010, de 30 de dezembro de 2002",4/19/2005,Decreto de 19 de abril de 2005,6/2/2005,"Matr. 28.589, Lv. 2-RG, Fl. 001"
43601,Tabocal,Careiro                                 ,AM,"9,061,516",Declarada,Tradicionalmente ocupada,,,11/26/1999,"Despacho nº 71, de 26 de novembro de 1999",12/15/2006,"Portaria n° 2365, de 15 de dezembro de 2006",12/17/2015,Decreto de 17 de dezembro de 2015,,
43701,Tadarimana,Rondonópolis                            ,MT,9785,Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,12/6/1991,Matr. 41.509  Lv. 2-RG  Fl. 1
73301,Taego Ãwa,Formoso do Araguaia                     ,TO,29000,Delimitada,Tradicionalmente ocupada,8/11/2011,"Portaria nº 1188, de 11 de agosto de 2011",4/18/2012,"Despacho nº 124, de 18 de abril de 2012",,,,,,
43801,Taihantesu,Nova Lacerda                            ,MT,"53,623,344",Regularizada,Tradicionalmente ocupada,,,,,11/16/1992,PD 547 de 16/11/92,5/23/1996,Decreto de 23 de maio de 1996,2/13/1997,Matr. 11.300  Lv. 2/RG  Fl. 001
43901,Takuaraty/Yvykuarusu,Paranhos                                ,MS,"2,609,094",Homologada,Tradicionalmente ocupada,,,,,6/19/1992,PD 298 de 19/06/92,10/1/1993,Decreto de 01 de outubro de 1993,,
73720,Takuari,Eldorado,SP,2190,Regularizada,Reserva Indígena,,,,,,,,,,
66301,Tanaru ( restrição de uso ),"Corumbiara, Chupinguaia, Parecis, Pimenteiras do Oeste",RO,8070,Em Estudo,Interditada,,,,,,,,,,
54601,Tapeba,Caucaia                                 ,CE,5838,Delimitada,Tradicionalmente ocupada,12/2/2010,"Portaria nº 1847, de 2 de dezembro de 2010",8/26/2013,"Despacho nº 920, de 26 de agosto de 2013",,,,,,
44002,Tapirapé/Karajá,"Luciára, Santa Terezinha",MT,0,Em Estudo,Tradicionalmente ocupada,7/2/2007,"Portaria n° 590, de 2 de julho de 2007",,,,,,,,
44001,Tapirapé/Karajá,"Luciára , Santa Terezinha",MT,"66,166,305",Regularizada,Tradicionalmente ocupada,,,,,,,3/23/1983,"DECRETO Nº 88.194, DE 23 DE MARÇO DE 1983",7/16/1984,"Matr. 3.440,  Lv. 2-RG,  Fl. 3.440"
71301,Tapy'i/Rio Branquinho,Cananéia                                ,SP,0,Em Estudo,Tradicionalmente ocupada,8/30/2011,"Portaria nº 1262, de 30 de agosto de 2011",,,,,,,,
44101,Taquaperi,Coronel Sapucaia                        ,MS,"17,769,594",Regularizada,Tradicionalmente ocupada,,,,,,,,,,
44201,Taquara,Juti                                    ,MS,9700,Declarada,Tradicionalmente ocupada,12/23/1999,Portaria nº 1176/PRES de 24 de dezembro de 1999,12/2/2005,"Despacho n° 108, de 2 de dezembro de 2005",6/4/2010,"Portaria nº 954, de 4 de junho de 2010",,,,
59101,Tarumã,"Araquari, Balneário Barra do Sul",SC,2172,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,5/8/2008,"Despacho n° 16, de 8 de maio de 2008",8/20/2009,"Portaria nº 2747, de 20 de agosto de 2009",,,,
44402,Taunay/Ipegue,Aquidauana                              ,MS,33900,Delimitada,Tradicionalmente ocupada,11/13/2000,"Portaria nº 1.155, de 14 de novembro de 2000",8/12/2004,"Despacho n° 77, de 12 de agosto de 2004",,,,,,
44401,Taunay/Ipegue,Aquidauana                              ,MS,"64,613,459",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 276, de 29 de outubro de 1991",1/21/1992,Matr. 9.730  Lv. 2-RG  Fl. 001
71401,Tekoa Guaviraty,Iguape                                  ,SP,0,Em Estudo,Tradicionalmente ocupada,8/3/2012,"Portaria nº 985, de 3 de agosto de 2012",,,,,,,,
71201,Tekoa Pindoty,Pariquera-Açu                           ,SP,0,Em Estudo,Tradicionalmente ocupada,8/3/2012,"Portaria nº 985, de 3 de agosto de 2012",,,,,,,,
44501,Tekohá Añetete,Diamante D`Oeste                        ,PR,"17,747,063",Regularizada,Reserva Indígena,,,,,,,,,,
70101,Tekoha Guassú Guavirá,Guaira,PR,0,Em Estudo,Tradicionalmente ocupada,6/17/2010,"Portaria nº 11, de 17 de junho de 2010",,,,,,,,
65601,Tekoha Itamarã,Diamante D`Oeste                        ,PR,242,Regularizada,Reserva Indígena,,,,,,,,,,
66101,Tekoha Jevy,Parati                                  ,RJ,0,Em Estudo,Tradicionalmente ocupada,2/4/2010,"Portaria nº 145, de 4 de fevereiro de 2010",,,,,,,,
68201,Tekoha Porã,Itaporanga                              ,SP,0,Em Estudo,Tradicionalmente ocupada,8/11/2011,"Portaria nº 1187, de 11 de agosto de 2011",,,,,,,,
44601,Tembé,Tomé-Açu                                ,PA,"10,751,881",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,Decreto de 24 de dezembro de 1991,1/29/1992,Matr. 2.970  Lv. 02  Fl. -
44701,Tenharim do Igarapé Preto,Novo Aripuanã                           ,AM,"874,131,478",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,4/14/1999,DOU  ,10/8/1999,PD  559,4/19/2004,Decreto de 19 de abril de 2004,9/30/2004,"Matr. 1.644, Lv.2-A/13, Fl. 245"
44801,Tenharim Marmelos,"Humaitá , Manicoré",AM,"4,975,217,497",Regularizada,Tradicionalmente ocupada,,,,,,,1/5/1996,Decreto de 05 de janeiro de 1996,1/31/1996,Matr. 1.295  Lv. 2-4  Fl. 264
62901,Tenharim Marmelos (Gleba B),"Manicoré, Humaitá",AM,"4,747,416,023",Regularizada,Tradicionalmente ocupada,,,8/11/2004,"Despacho nº 72, de 11 de agosto de 2004",12/15/2006,"Portaria n° 2367, de 15 de dezembro de 2006",6/5/2012,Decreto de 5 de junho de 2012,3/18/2013,"Matr. 4.150, Lv. 2-T, Fl. 112"
23602,Tenonde Porã,"Mongaguá, São Bernardo do Campo, São Paulo, São Vicente",SP,15969,Delimitada,Tradicionalmente ocupada,6/30/2009,"Portaria nº 659, de 30 de junho de 2009",4/18/2012,"Despacho nº 123, de 18 de abril de 2012",,,,,,
44901,Terena Gleba Iriri,Matupá                                  ,MT,"305,888,088",Regularizada,Tradicionalmente ocupada,,,,,,,,,,
45002,Tereza Cristina,Santo Antonio do Leverger,MT,0,Em Estudo,Tradicionalmente ocupada,10/24/2012,"Portaria nº 1359, de 24 de outubro de 2012",,,,,,,,
45001,Tereza Cristina,Santo Antônio do Leverger               ,MT,30060,Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 299 de 17.05.96,,,,
45201,Tibagy/Mococa,Ortigueira                              ,PR,"8,599,098",Regularizada,Tradicionalmente ocupada,,,,,,,5/23/1996,Decreto de 23 de maio de 1996,6/19/1996,Matr. 4.163  Lv. 2-RG  Fl. 001
45301,Tikuna de Feijoal,"Benjamin Constant, São Paulo de Olivença",AM,"40948,8",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,1/5/1996,Decreto de 05 de janeiro de 1996,11/6/1995,Matr. 585  Lv. 2-3  Fl. 08V
46801,Tikuna de Santo Antonio,Benjamin Constant                       ,AM,"10,652,723",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 311, de 29 de outubro de 1991",6/13/1994,Matr. 546  Lv. 2-2  Fl. 109
45402,Tingui Botó,"Campo Grande, Feira Grande",AL,535,Regularizada,Reserva Indígena,5/26/2003,"Portaria nº 468, de 26 de maio de 2003",,,,,,,,
45501,Tirecatinga,Sapezal                                 ,MT,"1,305,751,964",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,2/22/1985,"Matr. 17.608,  Lv. 2-RG,  Fl. 01V"
45601,Toldo Chimbangue,Chapecó                                 ,SC,"9,886,625",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,10/15/1993,Matr. 47.667  Lv. 2/RG  Fl. 47.667
45701,Toldo Chimbangue II,Chapecó                                 ,SC,"9,540,708",Regularizada,Tradicionalmente ocupada,,,1/17/2002,"Despacho nº 04,  de 17 de janeiro de 2002",11/18/2002,"Portaria nº 1535, de 18 de novembro de 2002",12/21/2006,Decreto de 21 de dezembro de 2006,3/30/2011,"Matr. 85.044, Lv. 2-RG, Ficha 01"
45801,Toldo Imbu,Abelardo Luz                            ,SC,"19,606,934",Declarada,Tradicionalmente ocupada,,,5/29/2002,Despacho nº 74 de 29 de maio de 2002,4/19/2007,"Portaria n° 793, de 19 de abril de 2007",,,,
35502,Toldo Pinhal,"Arcoverde, Paial e Seara",SC,4846,Declarada,Tradicionalmente ocupada,1/18/2002,"Portaria nº 20, de 18 de janeiro de 2002",9/29/2003,"Despacho nº 84, de 29 de setembro de 2003",4/19/2007,"Portaria n° 795, de 19 de abril de 2007",,,,
45901,Torá,"Humaitá, Manicoré",AM,"54,960,985",Regularizada,Tradicionalmente ocupada,4/6/1998,PP  306,8/25/1999,DOU  ,4/17/2000,PD  293,10/27/2004,Decreto de 27 de outubro de 2004,1/17/2007,"Matr. 397, Lv.2-A, Fl. 97"
